Digito,Nombre Imagen,P. Cuadrante 1,P. Cuadrante 2,P. Cuadrante 3,P. Cuadrante 4,P. Cuadrante 5,P. Cuadrante 6,P. Cuadrante 7,P. Cuadrante 8,P. Cuadrante 9
4,4_101743.jpg,0.0,0.0667,0.0,0.0,0.1556,0.0,0.0,0.0667,0.0
4,4_101823.jpg,0.04,0.0444,0.0,0.0267,0.1333,0.0133,0.0,0.0667,0.0
4,4_10190.jpg,0.0044,0.0622,0.0,0.0667,0.1244,0.0311,0.0222,0.0711,0.0
4,4_101936.jpg,0.0667,0.0,0.0,0.0667,0.1067,0.0089,0.0,0.08,0.0
4,4_101942.jpg,0.0533,0.0133,0.0,0.0756,0.0267,0.0489,0.0133,0.12,0.0
4,4_101985.jpg,0.0667,0.0,0.0,0.0933,0.1289,0.0311,0.0,0.0711,0.0
4,4_102064.jpg,0.0667,0.0,0.0,0.0933,0.1289,0.0311,0.0,0.0667,0.0
4,4_102074.jpg,0.0667,0.0,0.0,0.08,0.1244,0.0222,0.0,0.0756,0.0
4,4_102076.jpg,0.0444,0.0356,0.0,0.08,0.1333,0.0444,0.0,0.08,0.0
4,4_102104.jpg,0.0667,0.0,0.0,0.08,0.0444,0.0356,0.0267,0.1422,0.0133
4,4_102159.jpg,0.0667,0.0,0.0,0.0889,0.12,0.0311,0.0,0.0667,0.0
4,4_102173.jpg,0.0667,0.0,0.0,0.0933,0.1067,0.0178,0.0,0.0978,0.04
4,4_102286.jpg,0.0178,0.0667,0.0,0.0667,0.0667,0.0,0.0356,0.1289,0.0356
4,4_10258.jpg,0.0089,0.1467,0.0356,0.1244,0.1289,0.0933,0.0,0.0667,0.0
4,4_102672.jpg,0.0667,0.0,0.0,0.0667,0.0444,0.0,0.0622,0.1244,0.0533
4,4_102677.jpg,0.0622,0.0044,0.0,0.0622,0.1244,0.0178,0.0,0.0756,0.0
4,4_102694.jpg,0.0667,0.0089,0.0,0.0756,0.1289,0.0489,0.0,0.0756,0.0
4,4_102699.jpg,0.0,0.0,0.0,0.0667,0.0667,0.0667,0.0,0.0,0.0
4,4_102774.jpg,0.0667,0.0044,0.0,0.08,0.1289,0.0356,0.0,0.0667,0.0
4,4_1030.jpg,0.0578,0.0311,0.0,0.0933,0.1289,0.0356,0.0,0.0756,0.0
4,4_103004.jpg,0.0667,0.0,0.0,0.0844,0.1156,0.0311,0.0,0.0667,0.0
4,4_103056.jpg,0.0667,0.0,0.0222,0.0533,0.0667,0.0933,0.0,0.0,0.0667
4,4_103149.jpg,0.0667,0.0089,0.0,0.0756,0.1289,0.0267,0.0,0.0711,0.0
4,4_103192.jpg,0.0667,0.0222,0.0,0.0578,0.1289,0.0311,0.0,0.0667,0.0
4,4_103247.jpg,0.0222,0.0489,0.0,0.0533,0.1289,0.0133,0.0,0.0711,0.0
4,4_103261.jpg,0.0,0.0711,0.0,0.0311,0.1333,0.0,0.0178,0.0533,0.0
4,4_103356.jpg,0.0667,0.0,0.0667,0.0533,0.0667,0.0978,0.0,0.0,0.0667
4,4_103414.jpg,0.0667,0.0133,0.0,0.0533,0.1289,0.0267,0.0,0.0622,0.0
4,4_103482.jpg,0.0667,0.0089,0.0,0.1022,0.1289,0.0444,0.0,0.0667,0.0044
4,4_10349.jpg,0.0,0.1067,0.0178,0.0533,0.1511,0.0222,0.0,0.0533,0.0133
4,4_10362.jpg,0.0,0.1156,0.0,0.1022,0.1289,0.0444,0.0,0.0667,0.0
4,4_10368.jpg,0.0178,0.1022,0.0044,0.0667,0.1289,0.04,0.0,0.0444,0.0222
4,4_10372.jpg,0.0,0.0756,0.0622,0.0844,0.0711,0.1022,0.0,0.0,0.0667
4,4_10377.jpg,0.0711,0.1422,0.0844,0.0,0.12,0.0,0.0,0.0667,0.0
4,4_10380.jpg,0.0,0.1333,0.0311,0.08,0.1289,0.0356,0.0,0.0622,0.0044
4,4_103905.jpg,0.0667,0.0,0.0,0.0667,0.0,0.0,0.0533,0.0667,0.0844
4,4_103910.jpg,0.0667,0.0,0.0,0.1111,0.1156,0.0622,0.0,0.0711,0.0
4,4_103965.jpg,0.0667,0.0267,0.0,0.0267,0.1467,0.0089,0.0,0.0667,0.0
4,4_104032.jpg,0.0,0.0756,0.0,0.0667,0.1022,0.0711,0.0,0.0711,0.0
4,4_104042.jpg,0.0,0.0578,0.0178,0.0444,0.08,0.0,0.0,0.0667,0.0
4,4_104044.jpg,0.0,0.0533,0.0178,0.0356,0.1422,0.0222,0.0,0.0711,0.0
4,4_104072.jpg,0.0,0.0711,0.0,0.0356,0.1556,0.0311,0.0356,0.04,0.0
4,4_104270.jpg,0.0489,0.0,0.0978,0.0889,0.0844,0.1511,0.0,0.0,0.0533
4,4_104275.jpg,0.0533,0.0,0.1022,0.0978,0.0756,0.1778,0.0,0.0,0.0622
4,4_104397.jpg,0.0044,0.0622,0.0,0.0667,0.0178,0.0,0.0267,0.1289,0.0222
4,4_104490.jpg,0.0267,0.04,0.0,0.0311,0.1067,0.0,0.0,0.0756,0.0
4,4_104506.jpg,0.0,0.1156,0.0,0.0844,0.1333,0.04,0.0,0.0667,0.0
4,4_104624.jpg,0.0667,0.0356,0.0356,0.0044,0.0667,0.0711,0.0,0.0,0.0667
4,4_104629.jpg,0.0,0.1289,0.0,0.0,0.1067,0.0,0.0,0.0667,0.0
4,4_104637.jpg,0.0667,0.0089,0.0,0.0622,0.1289,0.04,0.0,0.0711,0.0
4,4_104642.jpg,0.0578,0.0089,0.0,0.0533,0.12,0.0133,0.0,0.0667,0.0
4,4_104710.jpg,0.0267,0.0622,0.0,0.0444,0.1289,0.0178,0.0,0.0667,0.0
4,4_10482.jpg,0.0444,0.0667,0.0,0.0489,0.1289,0.0311,0.0267,0.04,0.0
4,4_104884.jpg,0.0667,0.0533,0.0,0.0622,0.1289,0.0178,0.0,0.0667,0.0
4,4_105125.jpg,0.0622,0.0356,0.0,0.0356,0.1289,0.0311,0.0,0.0667,0.0
4,4_10550.jpg,0.0711,0.0356,0.0,0.0756,0.0756,0.0222,0.0667,0.0044,0.0
4,4_105603.jpg,0.0489,0.0222,0.0,0.0578,0.1289,0.0222,0.0,0.0711,0.0
4,4_105657.jpg,0.0444,0.0267,0.0178,0.0844,0.0667,0.0933,0.0,0.0533,0.0133
4,4_105853.jpg,0.0089,0.0578,0.0089,0.0578,0.1156,0.04,0.0356,0.0311,0.0
4,4_10641.jpg,0.0622,0.0533,0.0,0.04,0.1289,0.0178,0.0,0.0667,0.0
4,4_10654.jpg,0.0578,0.0667,0.0,0.0,0.1244,0.0044,0.0,0.0667,0.0
4,4_10660.jpg,0.0356,0.0933,0.0,0.0,0.0978,0.0,0.0,0.0667,0.0
4,4_10664.jpg,0.0622,0.0667,0.0133,0.0089,0.1289,0.0133,0.0,0.0667,0.0
4,4_10669.jpg,0.0756,0.0533,0.0533,0.0,0.0978,0.0,0.0,0.0667,0.0
4,4_10672.jpg,0.0711,0.0267,0.0,0.0267,0.1289,0.0267,0.0,0.0667,0.0
4,4_106763.jpg,0.0,0.0667,0.0,0.0356,0.08,0.0,0.0311,0.1333,0.04
4,4_106778.jpg,0.0178,0.0489,0.0,0.0711,0.04,0.0,0.0489,0.1289,0.0356
4,4_106792.jpg,0.0711,0.0,0.0,0.0356,0.1156,0.0178,0.0,0.0667,0.0
4,4_106807.jpg,0.0667,0.0089,0.0,0.0533,0.1289,0.0222,0.0,0.0667,0.0
4,4_106852.jpg,0.0667,0.0,0.0,0.0711,0.1067,0.0356,0.0,0.0667,0.0
4,4_106867.jpg,0.0,0.0667,0.0,0.0756,0.12,0.0178,0.0,0.0667,0.0
4,4_107114.jpg,0.0711,0.0444,0.0,0.0089,0.1289,0.0222,0.0,0.0711,0.0
4,4_107129.jpg,0.0222,0.0844,0.0,0.0311,0.1289,0.0089,0.0,0.0667,0.0
4,4_1073.jpg,0.0667,0.0311,0.0,0.1111,0.1289,0.0533,0.0,0.0667,0.0
4,4_107630.jpg,0.0667,0.0,0.0,0.0667,0.0578,0.0,0.0356,0.1289,0.0222
4,4_107645.jpg,0.0,0.0667,0.0,0.0267,0.1067,0.0,0.0267,0.1111,0.0044
4,4_10774.jpg,0.0622,0.08,0.0,0.0533,0.1289,0.0311,0.0,0.0667,0.0
4,4_107818.jpg,0.0356,0.0311,0.0,0.0756,0.12,0.0267,0.0,0.0667,0.0
4,4_107833.jpg,0.0311,0.0356,0.0,0.0933,0.1111,0.0356,0.0,0.0667,0.0
4,4_10842.jpg,0.0489,0.08,0.0,0.0622,0.1289,0.0267,0.0,0.0667,0.0
4,4_1087.jpg,0.0622,0.04,0.0,0.0889,0.1289,0.0489,0.0,0.0622,0.0089
4,4_108851.jpg,0.0,0.0711,0.0,0.0,0.1378,0.0,0.0,0.0889,0.0
4,4_108866.jpg,0.0711,0.0578,0.0,0.0222,0.1333,0.0178,0.0,0.0667,0.0
4,4_1091.jpg,0.0667,0.0489,0.0,0.0844,0.1289,0.0267,0.0,0.0667,0.0
4,4_109285.jpg,0.0667,0.0178,0.0,0.0711,0.1289,0.0311,0.0,0.0667,0.0
4,4_10933.jpg,0.0,0.0667,0.0,0.0622,0.0711,0.0,0.0489,0.1289,0.0267
4,4_10946.jpg,0.0711,0.0756,0.0,0.0756,0.1289,0.0356,0.0,0.0667,0.0
4,4_10952.jpg,0.0622,0.0444,0.0178,0.1156,0.1289,0.0667,0.0,0.0622,0.0
4,4_10956.jpg,0.0044,0.1067,0.0,0.0667,0.0667,0.0,0.0222,0.1333,0.0267
4,4_1096.jpg,0.0667,0.0222,0.0,0.0667,0.1333,0.0311,0.0,0.0667,0.0
4,4_10961.jpg,0.0578,0.0444,0.0311,0.0889,0.1289,0.04,0.0,0.0667,0.0
4,4_10964.jpg,0.0711,0.0622,0.0,0.0756,0.1289,0.0311,0.0,0.0667,0.0
4,4_109923.jpg,0.0089,0.0711,0.0,0.0844,0.0667,0.0,0.0,0.1378,0.0267
4,4_110108.jpg,0.0,0.0756,0.0,0.04,0.12,0.0044,0.0,0.0667,0.0
4,4_110123.jpg,0.0,0.0667,0.0,0.0,0.1467,0.0,0.0,0.0711,0.0
4,4_110251.jpg,0.0667,0.0,0.0,0.0711,0.0444,0.0,0.0178,0.1289,0.0311
4,4_110266.jpg,0.0667,0.0,0.0,0.0844,0.1111,0.0311,0.0,0.0533,0.0133
4,4_11066.jpg,0.08,0.0267,0.0622,0.08,0.1289,0.0622,0.0,0.0667,0.0
4,4_111148.jpg,0.0667,0.0044,0.0,0.0622,0.1289,0.0222,0.0,0.0711,0.0
4,4_111167.jpg,0.0667,0.0356,0.0044,0.0889,0.1289,0.0444,0.0,0.0711,0.0
4,4_111280.jpg,0.0667,0.0,0.0,0.0533,0.1244,0.0089,0.0,0.0667,0.0
4,4_111285.jpg,0.0,0.0756,0.0,0.0,0.1778,0.0,0.0,0.0711,0.0
4,4_11134.jpg,0.0444,0.0533,0.0178,0.0933,0.1289,0.0533,0.0,0.0622,0.0044
4,4_111644.jpg,0.0756,0.0044,0.0,0.0711,0.0667,0.0,0.0667,0.1333,0.0489
4,4_111659.jpg,0.0,0.0667,0.0,0.0444,0.1378,0.0044,0.0089,0.0756,0.0
4,4_111886.jpg,0.0667,0.0,0.0,0.0711,0.0667,0.0089,0.0,0.1156,0.0
4,4_111912.jpg,0.0667,0.0,0.0,0.04,0.12,0.0267,0.0,0.0667,0.0
4,4_111915.jpg,0.0489,0.0,0.0133,0.1111,0.0844,0.1156,0.0,0.0444,0.0
4,4_111925.jpg,0.0089,0.0578,0.0,0.0622,0.1244,0.0178,0.0,0.0667,0.0
4,4_111972.jpg,0.0667,0.0133,0.0,0.0267,0.12,0.0133,0.0,0.0933,0.0089
4,4_112065.jpg,0.0667,0.0,0.0,0.0622,0.1244,0.0089,0.0,0.0667,0.0
4,4_11225.jpg,0.0444,0.0667,0.0089,0.04,0.1289,0.0178,0.0,0.0667,0.0
4,4_112262.jpg,0.0,0.0667,0.0,0.0,0.16,0.0,0.0,0.0667,0.0
4,4_112267.jpg,0.0667,0.0,0.0,0.0711,0.0489,0.0,0.0311,0.1289,0.0311
4,4_112317.jpg,0.0667,0.0,0.0,0.0711,0.1156,0.0222,0.0,0.0667,0.0
4,4_11238.jpg,0.08,0.0489,0.0,0.0089,0.1378,0.0267,0.0,0.0667,0.0
4,4_112407.jpg,0.0,0.0667,0.0,0.0,0.1244,0.0,0.0,0.08,0.0
4,4_11244.jpg,0.08,0.0756,0.0,0.0622,0.1289,0.0444,0.0,0.0711,0.0
4,4_11248.jpg,0.0756,0.0578,0.0,0.0533,0.1289,0.0267,0.0,0.0756,0.0
4,4_11253.jpg,0.0844,0.04,0.0311,0.0933,0.1289,0.0578,0.0,0.0667,0.0
4,4_11256.jpg,0.0844,0.0489,0.0,0.0667,0.0667,0.0178,0.0222,0.1289,0.0222
4,4_112690.jpg,0.0222,0.0578,0.0089,0.0578,0.0667,0.0889,0.0,0.0267,0.04
4,4_112720.jpg,0.0356,0.0444,0.0,0.0711,0.0,0.0444,0.0356,0.0667,0.0933
4,4_112747.jpg,0.0,0.0667,0.0,0.04,0.08,0.04,0.0,0.0533,0.0133
4,4_112778.jpg,0.0,0.0667,0.0,0.0,0.0667,0.0,0.0,0.12,0.0
4,4_112813.jpg,0.0,0.0756,0.0,0.0222,0.1333,0.0044,0.0,0.0667,0.0
4,4_113080.jpg,0.0667,0.0,0.0,0.08,0.0844,0.0178,0.0,0.0667,0.0
4,4_113085.jpg,0.0,0.0844,0.0,0.0,0.1378,0.0,0.0,0.0711,0.0
4,4_113091.jpg,0.0356,0.0,0.0,0.12,0.1244,0.0667,0.0,0.0222,0.0
4,4_113096.jpg,0.0622,0.0,0.0,0.0933,0.1289,0.0667,0.0,0.0533,0.0
4,4_113284.jpg,0.0667,0.0178,0.0,0.0667,0.0667,0.0133,0.0222,0.1422,0.0044
4,4_113289.jpg,0.0667,0.0178,0.0,0.0756,0.1289,0.04,0.04,0.0667,0.0
4,4_113295.jpg,0.08,0.0,0.0667,0.0667,0.0578,0.1111,0.0222,0.0089,0.0667
4,4_113300.jpg,0.0844,0.0311,0.0,0.0533,0.1289,0.0222,0.0,0.08,0.0
4,4_113335.jpg,0.0667,0.0489,0.0,0.0578,0.1378,0.0222,0.0,0.0756,0.0
4,4_113452.jpg,0.0533,0.0356,0.0,0.0,0.2,0.0222,0.0,0.0933,0.0
4,4_113492.jpg,0.0844,0.0311,0.0,0.0667,0.0844,0.0133,0.0222,0.1511,0.0
4,4_113507.jpg,0.0,0.0844,0.0,0.0,0.1822,0.0,0.0,0.1022,0.0
4,4_11358.jpg,0.0756,0.0578,0.0089,0.0356,0.1289,0.0311,0.0,0.0667,0.0
4,4_113639.jpg,0.0667,0.0,0.0311,0.0533,0.1244,0.0267,0.0,0.0667,0.0
4,4_113649.jpg,0.0667,0.0133,0.0,0.0667,0.1289,0.0267,0.0,0.0667,0.0
4,4_113651.jpg,0.0667,0.0089,0.0444,0.08,0.1289,0.0578,0.0,0.0667,0.0
4,4_1137.jpg,0.0222,0.0711,0.0,0.0667,0.1289,0.0222,0.0,0.0667,0.0
4,4_11426.jpg,0.0756,0.0444,0.0,0.1111,0.1289,0.0667,0.0,0.0667,0.0
4,4_11517.jpg,0.0667,0.0578,0.0267,0.1111,0.1289,0.0756,0.0,0.08,0.0
4,4_11530.jpg,0.0667,0.0578,0.0,0.0756,0.1289,0.0578,0.0267,0.04,0.0
4,4_11536.jpg,0.0667,0.0756,0.0,0.0711,0.1289,0.0533,0.0,0.0622,0.0089
4,4_11540.jpg,0.08,0.0533,0.0,0.0711,0.1289,0.0444,0.04,0.0667,0.0
4,4_11545.jpg,0.0667,0.0711,0.04,0.0756,0.1289,0.0222,0.0489,0.0178,0.0
4,4_11548.jpg,0.0756,0.0711,0.0,0.08,0.1289,0.0444,0.0,0.0844,0.0
4,4_11650.jpg,0.0622,0.0133,0.0622,0.0889,0.1289,0.0489,0.0133,0.0667,0.0
4,4_11718.jpg,0.0667,0.0578,0.0,0.0667,0.1156,0.0667,0.0667,0.0889,0.0
4,4_1177.jpg,0.0,0.0667,0.0222,0.08,0.0756,0.0667,0.0044,0.0889,0.0
4,4_1180.jpg,0.0,0.0711,0.0,0.0,0.0978,0.0,0.0,0.1556,0.0
4,4_11809.jpg,0.0578,0.0444,0.0311,0.0844,0.1289,0.0356,0.0,0.08,0.0
4,4_11822.jpg,0.0756,0.0178,0.0444,0.0756,0.1289,0.0444,0.0133,0.0533,0.0
4,4_11828.jpg,0.0667,0.0533,0.0044,0.08,0.1289,0.04,0.0,0.0667,0.0
4,4_11832.jpg,0.0356,0.0756,0.0,0.0756,0.1289,0.0222,0.0,0.0667,0.0
4,4_11837.jpg,0.0667,0.0711,0.0044,0.0622,0.1289,0.0444,0.0,0.0667,0.0
4,4_11840.jpg,0.0622,0.0711,0.0,0.0711,0.1289,0.0267,0.0,0.0667,0.0
4,4_11942.jpg,0.0667,0.0044,0.1022,0.0978,0.1378,0.0444,0.0,0.0444,0.0267
4,4_12010.jpg,0.0889,0.0756,0.0044,0.0889,0.1289,0.0489,0.0,0.0667,0.0
4,4_1204.jpg,0.0,0.0667,0.0,0.0,0.0978,0.0489,0.0533,0.1067,0.0089
4,4_12101.jpg,0.0667,0.0844,0.0311,0.0533,0.1244,0.0,0.0,0.0756,0.0
4,4_12114.jpg,0.0889,0.0889,0.0,0.1067,0.1289,0.0578,0.0,0.0578,0.0089
4,4_12120.jpg,0.0978,0.0044,0.0,0.0711,0.1333,0.0711,0.0,0.08,0.0
4,4_12124.jpg,0.0444,0.0889,0.0,0.0889,0.1289,0.0356,0.0,0.08,0.0
4,4_12129.jpg,0.0933,0.0044,0.0,0.0667,0.0756,0.04,0.0533,0.1511,0.0133
4,4_12132.jpg,0.0978,0.0711,0.0,0.0978,0.1289,0.0489,0.0,0.0844,0.0
4,4_1219.jpg,0.0,0.0667,0.0044,0.0356,0.1022,0.0978,0.0356,0.0089,0.08
4,4_12234.jpg,0.0,0.08,0.0,0.0844,0.04,0.0933,0.0,0.0889,0.0311
4,4_1226.jpg,0.0,0.0667,0.0,0.0,0.0667,0.0178,0.0444,0.1467,0.0178
4,4_12302.jpg,0.0044,0.0756,0.0444,0.0356,0.0844,0.0667,0.0,0.08,0.0
4,4_12393.jpg,0.0356,0.0711,0.0844,0.0,0.1289,0.0178,0.0,0.0711,0.0
4,4_12406.jpg,0.0356,0.0533,0.04,0.0222,0.1289,0.0222,0.0,0.0756,0.0
4,4_12412.jpg,0.04,0.0978,0.0178,0.0,0.04,0.0933,0.0,0.0,0.08
4,4_12416.jpg,0.0222,0.0844,0.0489,0.0133,0.1378,0.04,0.0,0.0667,0.0
4,4_12421.jpg,0.0489,0.0267,0.0444,0.0178,0.0667,0.0933,0.0,0.0,0.0667
4,4_12424.jpg,0.0133,0.08,0.0444,0.0,0.0844,0.0578,0.0,0.0667,0.0
4,4_12526.jpg,0.0622,0.0356,0.0222,0.0933,0.1289,0.0,0.0,0.0489,0.0667
4,4_12594.jpg,0.0489,0.0178,0.0444,0.08,0.0667,0.0,0.0444,0.1111,0.0667
4,4_12685.jpg,0.0044,0.0844,0.0,0.0889,0.1289,0.0311,0.0,0.0667,0.0
4,4_12698.jpg,0.0267,0.0622,0.0044,0.0489,0.1289,0.0267,0.0,0.0667,0.0
4,4_12704.jpg,0.0578,0.0844,0.0,0.0622,0.1289,0.0444,0.0,0.0667,0.0
4,4_12708.jpg,0.0533,0.0711,0.0,0.08,0.1289,0.0444,0.0,0.0667,0.0
4,4_12713.jpg,0.04,0.0267,0.0178,0.1022,0.1289,0.0667,0.0,0.0222,0.0
4,4_12716.jpg,0.0,0.0844,0.0,0.0489,0.0844,0.0,0.0356,0.12,0.0356
4,4_12818.jpg,0.0133,0.1111,0.0,0.08,0.1289,0.0356,0.0,0.04,0.0267
4,4_12886.jpg,0.0,0.1022,0.0,0.0533,0.1556,0.04,0.0356,0.0667,0.0
4,4_12977.jpg,0.0,0.1244,0.0,0.0267,0.1067,0.0,0.0711,0.1244,0.0444
4,4_12990.jpg,0.0533,0.0444,0.0,0.0889,0.1289,0.0489,0.0,0.0222,0.0444
4,4_12996.jpg,0.0,0.0578,0.0667,0.0756,0.0711,0.12,0.0578,0.0,0.0667
4,4_13000.jpg,0.0,0.12,0.0,0.0667,0.0978,0.0578,0.0622,0.1022,0.0
4,4_13005.jpg,0.0,0.1022,0.0133,0.1156,0.0711,0.12,0.0,0.0,0.0667
4,4_13008.jpg,0.0,0.1067,0.0044,0.0356,0.1244,0.0356,0.04,0.1111,0.0
4,4_13110.jpg,0.0044,0.0444,0.04,0.0667,0.0667,0.04,0.0844,0.1067,0.0356
4,4_13178.jpg,0.0356,0.0756,0.0222,0.0756,0.1289,0.0356,0.0,0.08,0.0
4,4_13269.jpg,0.04,0.0222,0.0667,0.0667,0.1244,0.0444,0.0444,0.0711,0.0
4,4_13282.jpg,0.0711,0.0667,0.0,0.0933,0.1289,0.0622,0.0178,0.0489,0.0
4,4_13288.jpg,0.0267,0.08,0.0089,0.0889,0.1289,0.0533,0.0,0.0667,0.0
4,4_13292.jpg,0.0178,0.0667,0.08,0.12,0.1289,0.0622,0.0,0.0667,0.0
4,4_13297.jpg,0.0356,0.0533,0.0,0.0667,0.0356,0.0222,0.0622,0.1289,0.0667
4,4_13300.jpg,0.0222,0.0933,0.0089,0.1067,0.1289,0.0578,0.0,0.0711,0.0
4,4_13402.jpg,0.0,0.0711,0.0578,0.0756,0.0667,0.0889,0.0,0.0,0.0667
4,4_13470.jpg,0.0356,0.0844,0.0044,0.0889,0.1289,0.0533,0.0,0.04,0.0267
4,4_13561.jpg,0.0622,0.0444,0.0,0.0578,0.1289,0.0311,0.0,0.0667,0.0
4,4_13574.jpg,0.0222,0.0667,0.0044,0.0667,0.1289,0.0311,0.0,0.0667,0.0
4,4_13580.jpg,0.0,0.0578,0.0089,0.0622,0.0178,0.0667,0.08,0.0667,0.12
4,4_13584.jpg,0.0356,0.0756,0.0089,0.0667,0.0667,0.0,0.0578,0.1289,0.0489
4,4_13589.jpg,0.0,0.0756,0.0533,0.0489,0.0711,0.0844,0.0,0.0,0.0667
4,4_13592.jpg,0.0133,0.0578,0.0311,0.0711,0.0667,0.0,0.0578,0.08,0.1022
4,4_13694.jpg,0.0711,0.0711,0.0178,0.08,0.1289,0.04,0.0,0.0667,0.0
4,4_13762.jpg,0.0267,0.1289,0.0,0.1022,0.1289,0.0533,0.0,0.0667,0.0
4,4_13853.jpg,0.0044,0.12,0.0,0.0711,0.1289,0.0267,0.0,0.0756,0.0
4,4_13866.jpg,0.0089,0.1156,0.0,0.0889,0.1289,0.0533,0.0,0.0667,0.0
4,4_1387.jpg,0.0,0.0711,0.0,0.0,0.0933,0.0222,0.04,0.1333,0.0
4,4_13872.jpg,0.0178,0.12,0.0,0.0933,0.1289,0.0489,0.0,0.0622,0.0044
4,4_13876.jpg,0.0311,0.1333,0.0,0.0978,0.1289,0.0711,0.0,0.0533,0.0133
4,4_13881.jpg,0.0,0.0489,0.0311,0.1333,0.16,0.08,0.0,0.0356,0.0044
4,4_13884.jpg,0.0133,0.1244,0.0044,0.0756,0.1289,0.0489,0.0,0.0667,0.0
4,4_13986.jpg,0.0578,0.0533,0.0,0.0933,0.1289,0.0444,0.0,0.0667,0.0
4,4_14054.jpg,0.0622,0.0489,0.0,0.0844,0.1289,0.04,0.0,0.0711,0.0
4,4_14145.jpg,0.0533,0.0489,0.0,0.0889,0.1289,0.0267,0.0,0.0667,0.0
4,4_14158.jpg,0.0667,0.0667,0.0,0.0978,0.1289,0.0489,0.0,0.0711,0.0
4,4_14164.jpg,0.0667,0.0222,0.0,0.1067,0.1289,0.0667,0.0,0.0622,0.0
4,4_14168.jpg,0.04,0.0578,0.0,0.0889,0.1289,0.04,0.0,0.0711,0.0
4,4_14173.jpg,0.0622,0.0044,0.0133,0.0933,0.0844,0.0756,0.0267,0.0667,0.0311
4,4_14176.jpg,0.0622,0.0267,0.0,0.0889,0.1289,0.0444,0.0222,0.0667,0.0
4,4_1424.jpg,0.0133,0.0533,0.0,0.0667,0.0222,0.0711,0.0178,0.1067,0.0044
